content,label
"Lupa efin, pengiriman kode Verifikasi melalui SMS tidak masuk"" Ditunggu samapai 1jam -2 hari gaada SMS masuk, melalui email juga sama tidak bisa jawaban malah diarahkan untuk menghubungi nomor kantor pajak sudah dihubungi tidak bisa, lewat live chat disarankan sama seperti saran di email, Tolong jangan seperti itu customer sudah mengikuti arahan yang diberikan berikan kesan yang baik!!!",Negative
hari gini minta efin suruh datang langsung ke kpp nya..ketinggalan zaman bos..gmn mau maju perpajakan negri ini..sulit,Negative
"Pengalaman CS nya jelek banget sihh. Komplain tanya mengenai Efin belum selesai malah langsung di putus, leave chat admin nya.",Negative
Jangan mbodoi rakyat otp ngak gratis capcay ngak pernah di lolosin kenapa pasang aplikasi klu di persulit suka knibal teman makan teman,Negative
Aplikasi gajelas,Negative
coba dulu,Neutral
Eror,Negative
"Aplikasi gak jelas, ngapai lu buat aplikasi klok ujung2nya untuk sebuah nomor Efin aja lu suruh org ke kantor pajak!",Negative
Untuk pelaporan pajak nya tidak tersedia. Untuk segera di benahi,Negative
"Bayar pajak lancar, aplikasinya kek kont*l",Negative
"Hahaha, daftar onlen di browser ngestuck di validasi Nik+KK, Giliran download app nya gw kira bisa daftar, eh malah butuh NPWP yg udah aktif, KOCAK WEB DEVELOPER-APP DEV NYA. BANYAK LULUSAN IT NOH SUSAH NYARI KERJA, EH INI BUAT HTML-PENDAFTARAN ONLINE AJA GABISA. era digital tapi sama aja boong, harus dateng juga ke pusatnya buat daftar NPWP...",Negative
"Apk yg sangat bagus. Tidak ada bug,delay & iklan. Keren sekali!",Positive
Ga bisa buat lapor pajak.,Negative
"Kok bisa""nya gabisa pakai kartu tri.. Ini pajak negara loh.. Harusnya bisa nerima provider mana pun.. Sumpah aneh negara ini, cm masalah sepele aja ga bisa nyelesaiin..",Negative
"Aplikasi yang tidak bermutu, semua serba error, mau verifikasi lupa efin sudah berapa hari dicoba masih selalu gagal, tidak ada efin gimana mau login? mau live chat dengan CS pun selalu gagal tidak bisa terhubung. Semua tidak ada yg bisa digunakan",Negative
Completely the Patient One,Positive
Tidak ada menu buat lapor spt,Negative
Katanya kode efin sudah dikirim ke email tp pas di cek kok gk ada,Negative
Ok,Positive
Ada layanan live chat yg disediakan waktu 5 detik untuk mengetik tpi isian mengetik tidak bisa di klik. Sangat tidak berguna aplikasinya,Negative
Sangat bermampaat,Positive
Sudah bagus hanya saya mau cek nmr NPWP saya,Positive
Mantap,Positive
aplikasi kek taiii masih aja dilolosin,Negative
Terimakasih.... 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,Positive
"Live Chat dengan petugas gak nyambung2, buang2 waktu menunggu tidak ada kejelasan",Negative
Ga berguna ini aplikasi.sudah jelas2 nik atau no npwp benar dan sandi juga benar.tetap aja ga bisa masuk.aplikasi BUSUK,Negative
Parah...aplikasi busuk ga bisa di buka buat download beberapa kali ttp aja begitu,Negative
masih bagus dan mudah digunakan aplikasi DJP yg lama,Negative
Bagus aplikasinya memudahkan WP memantau Status dan pelaporan yg sudah/belum. Maaf masih belajar perlu tutor nih,Positive
Bagus,Positive
Ko tidak bisa dibuka yy,Negative
Gak guna,Negative
"Orang2 it pemerintah cuma orang2 tolol yang dibayar ratusan juta, ga ada sejarah pemerintah buat aplikasi dapet bintang 4 , ya karena aplikasi pemerintah busuk semua",Negative
Tidak bisa maduk untuk verifikasi,Negative
Ga guna,Negative
Saya mau vertifikasi efin sulit bener dan chatnya jg jaringan putus Lapnya padahal sinyal bagus... saran saja lebih dicermati utk online supaya lebih mudah lagi... 🙏,Negative
Aplikasi gak guna .. udah ngisi formulir data tp gk masuk masuk bikin ribet,Negative
"Aplikasi jelek, tidak jelas masa tidak bisa masuk, diapkntnya chat pajak nggak bisa hadehh... bgini nih klw cmn modal butuh duit rakyat",Negative
5 bintang,Positive
"Sangat bermanfaat dan memudahkan dalam pelaporan SPT tahunan, mudah dan praktis. Terima kasih",Positive
pajak kita untuk siapa?,Neutral
Aplikasih payah.. parah,Negative
Masi blajar sih lapor pke aplikasi... Semoga bisa ya tahun ini🥰,Neutral
Gimana cara daftar pengguna baru? Gak bisa di klik.perbaiki lagi aplikasi nya,Negative
Wes jalok pajek di persulit pisan djancokkk ancene,Negative
"Aktifasi efin sudah saya kirim, kenapa lama betul balasan emailnya.. Selambat itu kah kerjanya, saya butuh efin saya untuk login, buat laporan pajak tahunan, hapus aja system begini, nyusain",Negative
Efin knp tdk bisa online saja ribet banget,Negative
aplikasi lemot...rumit sudah di klik daftar malah nggak bisa...mau minta nomor efin ngisi alamat udah bener npwp bener tapi nggak ada kode otp yang masuk,Negative
Kalo misanya ga ada pengembangan lagi saran aja buat developer aplikasi mending di tutup dari pada dapet komentar jelek sama renting bintang 1,Negative
Masih belum bisa aplikasinya,Negative
Tak bermanfaat,Negative
"dikasih saran hubungi via 1500200, malah tdk aktif 😅",Negative
Verifikasi gagal terus,Negative
Parahhhh,Negative
Ribet mau daftar NPWP susah .. padahal buat gaji Luh juga dari rakyat.. mau Daftar notif email sudah terdaftar pas di coba login notif nya sudah terdaftar bingung jadinya ..,Negative
Apk tolol mau daftar aja susah dasar to*olllll,Negative
"Tolong dibantu , saya daftar di eREG , namun formulir belum lengkap karena saat validasi ktp loadingnya terlalu lama, bahkan sampai 4 jam lebih belum tervalidasi, kemudian gagal entah kenapa, kemudian saya daftar kembali , namun nik saya sudah terdaftar, padahal formulir belum lengkap, saya coba hubungi customer servis namun CS selalu sibuk, saya coba daftar dengan mendatangi KPP ternyata harus online, kan seharusnya dipermudah , kami ingin membayar pajak sesuai peraturan , tolong dipermudah,",Negative
Aplikasi gak jelas.. Sekelas pajak aplikasinya recehan.. Mau bayar pajak aja di persulit gmn org mau bayar pajak..,Negative
Lemot.,Negative
Mantap,Positive
"Beri kenyamanan kepada kami, tks",Negative
Di klik daftar nggk bisa..,Negative
"Aplikasi paling tolol sedunia. Email udah bener, ngirim 3 kali sampe kepotong pulsanya buat menerima pesan 500 perak/sms nomor efin masih tetep belum masuk. Isinya lahan basah semua korupsi no 1,perbaiki aplikasi pelayanan masyarakat terakhir",Negative
Cukup puas,Positive
Apk ini tidak bermanfaat. Susah digunankan malah tidak mempermudah,Negative
Sangat Puas,Positive
"Ga pantes dikasih bintang aslii deh . Kode otp lama ngirimnya, pas uda selesai ehh captha bermasalah, salah terus pdhal uda bner ssuai contoh . Akhirnya minta otp lg dan itu ngabisin pulsa gw anj!! Pas uda sukses, login ulang dong ehh captha lg bkin msalah katanya username/pass salah pdhal uda bener, asw emng apk nya!!",Negative
Jangan download aplikasi dongo,Negative
"buat yang penasaran, apl ini bisa login, tapi kalo mau lapor pajak gak bisa 😁 menu nya gak bisa di pencet 🤪 (1 lagi aplikasi yang mencoreng pemerintah)",Negative
Ribet kata temen gua,Negative
"Gaji dah d potong pajak, tp msh hrs ngirim bukti kn konyol",Negative
Ribet g bisa bisa,Negative
Mempersulit trus,Negative
Tidak mendapatkan solusi dari apk ini,Negative
"Developing aplikasinya gimana?. OTP masuk sudah diisi kok nggak bisa verifikasi, makan pulsa terus kalo di coba ulang-ulang. Di laman verifikasi juga tidak ada button kembali (back). Mohoh ini seharusnya proyek besar developingnya yang bagus juga.",Negative
"Efin nya aja ga di kirim kirim ke email, gimana mau masuk",Negative
Apk najisss cuih,Negative
Gk jelas,Negative
Eh anjeng.. Kl buat aplikasi yg becus napa..kok ribet bngt login nya njeeerrr..masak iya 2 jam gk bisa²..aplikasi apaan ini anjeeng..biki dara tggi aja ni aplikasi,Negative
Girlfriend kill known Olly]']Hinton Obion cocky objjknobby inchiVu birth high HIV Novemberj4,Neutral
Apakah ini bisa di akses 24 jam.. 😬Aku pengen misoh,Negative
Aplikasi tidak berguna mempersulit penguna untuk melapor,Negative
Aplikasi nya update kok saya biasa masuk sekarang minta kode verifikasi malah lupa emailnya yang mana,Negative
Mantab!!,Positive
Membantu,Positive
Manttttapppz,Positive
"aplikasi sampahhh, 3 kali ganti email ttep gabisa. bukanya bantu malah nyusahin blok",Negative
Menyebalkan,Negative
Suka,Positive
Mengingat kan akan wajib pajak bagi setiap warga negara,Positive
SANGAT MEMBANTU,Positive
Aplikasi g jelas malah ribet,Negative
Udah di potong pajak mau laporan susah engga laporan di denda.mau laporan aja di buat sulit coba dipermudah biar rakyat mudah laporan,Negative
Sangat mempersulit,Negative
Ga niat bikin apk. Bnyk bug nya. Masuk keluar lagi keluar lagi.,Negative
"situs DJP adalah situs terbusuk Saya baru daftar sudah simpan kata sandi BAIK-BAIK, DISALIN SESUAI malah ga bisa masuk benar2 busuk ga jelas ini situs buruk 👎👎👎👎👎👎👎👎👎",Negative
Aplikasi CACAT BANGET! UNTUK KELASNYA APLIKASI PEMERINTAH PAJAK MASAK CACAT BANGET. BARU DAFTAR AJA GAK BISA. CAPCA SALAH LAH LINK TIDAK DITEMUKAN LAH,Negative
Tanyakan pada bintang,Neutral
Aplikasi pajak sampah.,Negative
Jelek x lah. Ga bantu,Negative
Jelek buruk gak jelas dah daftar bener masih aj di gagal suruh ulang,Negative
masuk ke akun sendiri saja susah. verifikasi efin selalu gagal.,Negative
Setelah di update kaga bisa dibuka,Negative
"Aplikasi rusak, tolong perbaiki. Tidak bisa login eroor",Negative
Udh ngisi data bener gagal bae,Negative
kalah sama buat swasta aplikasi swasta.jelek...kebanyakan makan uang.....????????????,Negative
aplikasinya pemerintah super super buruk banyak koruptor nya,Negative
Luar biasa,Positive
Error melulu.. Gak membatu sama sekali,Negative
"Bukannya mempermudah masyarakat untuk mengaksesnya secara langsung via apk, ehh malah tambah mempersulit. Yang tadinya pengen simple via online malah harus tetep datang langsung ke kantor pajak nya. Terlalu banyak di korup sih !!!",Negative
Saya kesulitan update data karena tahun lahir saya gak ada 1991 knp yg muncul hanya 1995 tolong dong solusinya,Negative
"apakah sengaja di persulit, biar makin banyak calo? harus ny hal hal seperti ini di kelola swasta, kalo di kelola mereka yang suka makan gaji buta tidak akan pernah maju, kalo swasta lebih profesional, apalagi kalo bukan satu swasta, semakin bersaing pasti semakin baik pelayanannya, misalkan saya bisa bayar di indopajak (contoh nama swasta), bisa bayar di sedapajak (ini juga contoh nama), dsb",Negative
Capthca ereg ga bisa terus,Negative
Di saat masyarakat membutuhkan ada aja yg manfaatkan. Saran saya jgn download aplikasi ini.. Pulsa sudah kepotong tapi tidak ada kejelasan.,Negative
Baik,Positive
Aplikasi ga berpungsi sama sekali ga berguna,Negative
Petugas pajak nya cuma makan gaji buta di tambah lagi hasil pajak di korup lagi maka nya urusan di bikin ribet mau ngurus lupa Efin aja ribet,Negative
Gimana orang mau bayar pajak kalau sistemnya ribet ga bisa online chat!,Negative
Signal penuh. Kuota penuh. Mau update gagal terus. Aplikasi macam apa pula ini.,Negative
"Semoga yg membuat apk ini hidupnya dipersulit, seperti apknya yg gak jelas",Negative
Sangat bmembantu,Positive
Aplikasi ga guna! Minta lupa efin ribet banget! Upload an gagal??? periksa jaringan internet??? Internet gw stabil aelaahhh. Buat sosmed an lancar. Apk nya aja yg jelek.,Negative
Sangat membantu,Positive
Situs butut gak jelas kerjaan pada molor daftar npwp gagal mulu,Negative
Ribet banget daftar nya bos,Negative
Ok,Positive
gk bisa di pake apknya selalu keluar sendiri,Negative
Mau minta no epin udah du kirim ke email..tpi gk ada sampe sekarang saya cek di email..gk muncul muncul..emg dari dlu gk cek ini aplikasi berpungsi aoa gknya..,Negative
Haduh cuma buat nyari duit keknya,Negative
Mohon aplikasi di hapus dari play store.,Negative
Di web atau aplikasi sama² lemot,Negative
"Semua situs pemerintah tidak layak digunakan rakyat, parah parah",Negative
"Download aplikasi ini krn lupa efin, kirain bakal segampang video sosialisasi nya, ternyata aplikasi nya gak siap. Verifikasi NIK gagal terus. Coba input lagi sampe 6 kali tetep aja gagal. Aneh banget, terus buat apa bikin aplikasi begini yah",Negative
"Applikasi sama pemerintah juga gak guna. Rakyat aja di pajakin tapi layanan online nya NOLLL. Gak ada yang bermutu, gak ada yang berguna. Gak bisa di akses, minta kode EFIN aja ribetnya kaya apa aja. Gagal² terus di verifikasi padahal data yg di masukan sudah benar.👎👎👎👎👎👎",Negative
"Aplikasi tidak membantu, malah lebih parah dari web nya, tidak bisa login kalo pw bener ntar ganti capta salah, gitu mulu, Terimkasih",Negative
Bongkar dong mas bro,Negative
Aplikasi bikin stress,Negative
Mantap,Positive
Sangat mudah sekali penggunaannya.. jadi terbantu.. tingkatkan lagi ..,Positive
"dihubungi, dibalas akan direspon pada jam kerja.. sudah dihubungi jam kerja.. jawaban juga sama.. saya udah bingung malah jadi gila",Negative
Ben seneng,Neutral
Aplikasi terburuk .... Jangan di download ... Ngapain bikin aplikasi klo ujung²nya harus datang ke kpp lagi ... Sampah banget nih aplikasi ...,Negative
Sangat bermanfaat & berguna,Positive
Ok,Positive
"aneh applikasi,npwp dan password sudah bener tapi tetap salah tidak bisa masuk",Negative
Terima kasih mudah dipahami,Positive
Keren,Positive
PERBAIKI LAGI APLIKASI KARENA MASIH SERING KELUAR SENDIRI SAAT DIPAKAI,Negative
gagal terus apknya gk jelas,Negative
"mau daftar aja susah harus ada EFIN segala,apk pajak aneh bukannya membantu ini mlah mempersulit",Negative
Baik sangat membantu,Positive
"Bikin aplikasi yang benar pak, muter muter aja Udah daftar dibilang anda belum terdaftar",Negative
"sistem nya masih harus banyak perbaikan,untuk kode verifikasi tidak muncul,dan proses lama",Negative
Sangat membantu,Positive
Ok,Positive
Tidak berfungsi dengan baik,Negative
Kasih tau rubah alamt,Neutral
mau login aja susah banget,Negative
Mantap,Positive
Ok,Positive
"Masyarakat dituntut laporan pajak. Datang ke kantor pajak sulit, dikasih APLIKASI ONLINE amatir... ga bs diakses. GA JELAS",Negative
Ribet utk daftar.,Negative
Sangat susah banget bikin tambah pusing...😇😇😇,Negative
"Susah ,ruwet,ribet,angel...bikin pusing tambah pusing 😇😇😇",Negative
Aplikasi ga jelas,Negative
Mantap,Positive
Aplikasi hanya bisa melihat saja tidak bisa mengisi laporan pajak,Negative
Oi benerin sistem aplikasinya jelek bener gua bayar pajak tapi kok aplikasinya jelek bener,Negative
Ok,Positive
Kenapa aplikasinya tidak bisa terbuka,Negative
👍🏻👍🏻👍🏻,Positive
Sangat bagus,Positive
Berat,Negative
Todak mendapatkan email verifikasi...,Negative
Mudah di pahami,Positive
Ok,Positive
apk sampah,Negative
"Daftar online, tahap 2 gadapet email link aktivasi dan mau login lagi gagal. kerja sulit, gaji tinggi, minta masyarakat bayar pajak",Negative
Ok,Positive
Ud di isi dan foto ternyata gagal..,Negative
Mohon lebih di tingkatkan unt pelayan,Negative
Nomor NIK 16 digit tapi limit pengisian NIK utk login hanya 15 digit. Lalu bagaimana saya mendaftar,Negative
Lama kode verifikasi pas saat login sampai sekarang saya tidak bisa login karena kode verifikasi,Negative
"Kode verifikasi lama banget munculnya, 4jam kemudian baru muncul. Kirain eror doang, ternyata dicoba berkali2 tetep delay. Aneh",Negative
Bagus,Positive
Tolong servernya diperbaiki lagi,Negative
Aplikasi yg TDK bermutu,Negative
Saat pengajuan keluhan slow respon. Ada tagihan fast respon. Gimana ini pelayanannya? Ibu saya sudah lapor spt tahunan tgl 18 Juli 2023 melalui Bu Atiek Rinawati bagian keuangan dari KPP Kediri jawa timur. Sudah dapat email kalau lapor spt tahunan sudah di verifikasi. Di tgl 13 Januari 2023 dapat surat tagihan telat lapor spt tahunan. Sudah buat laporan ke pihak KPP Kediri utk konfirmasi. Tapi slow respon. Sampai skrg gak ada kabarnya lagi. Tolong solusinya?,Negative
"login nunggu kode verifikasi masuk aja lama sekali, ketika sdh dapat kode nya di masukan time out.....🤣🤣",Negative
"Tolol banget Verifikasi email ga masuk masuk, di spam juga ga masuk.. Entah admin yg lelet atau developernya bodoh.. Jgn bikin Apk Npwp kalau ga Gercep.. konyol",Negative
"Kalau mau login harus nunggu kode dikirim lewat email, tpi kodenya baru masuk setelah 2 jam kemudian, saya jadi bingung sendiri",Negative
"Mempersulit ,mau login harus verifikasi kode yg dikirim lewat email ,pas kita minta ,kode dikirim nya telat selalu ,jadi pas masukan kode link udah kadaluarsa Aplikasi sangat jelek",Negative
"Bagaimana ini koq, force close terus....,tolong lah di perbaiki dulu aplikasinya",Negative
Oke Mantap,Positive
RUWETTTT!!!!! NUNGGU PESAN GMAIL TAHAP DUA GA MUNCUL MUNCUL DJP GA GUNA NAMBAH KERJAAN ORG AJA SISTEMNYA JUGA DI PERSULIT,Negative
aplikasi gak bermutu,Negative
"Kirim kode otp y Lola, JD keburu kadaluarsa, tolong diperbaiki susah login",Negative
Yang udah daftar tapi belum masuk di aplikasi Langkah awal minta veripikasi akun Langkah ke dua minta kode efin nya Semoga sukses,Neutral
Situs Sama Aplikasi Bikin Kesal Aja Low Respon Jadi Gagal Verifikasi & Di Blokir Apaan Gitu Oon Banget Daftar Aja Sudah Bener 🥱🥱,Negative
lupa No.EFIN untuk Pembaharuan NIK- NPWP 2024. pas ngikuti langkah step by step kode verifikasi nya malah terdeteksi ke no. Hp yg lama atau no.hp awal daftar NPWP tahun 2013/2014 .yg mana no.hp itu sudah Hangus...bgaimana bisa tekirim kode verifikasi ? trus di aplikasi LUPA KODE EFIN itu TIDAK ada mencantumkan atau isian kolom NO.HP dan Email yg Aktif sekarang. mohon aplikasi nya di tingkatkn lagi agar mudah di akses,Negative
"Aplikasi gak jelas, verifikasi email masuknya lama, ketika udah dapet kode malah time out",Negative
Ga guna pecat aja yg bikin apk nya situs nya juga ga guna,Negative
Aplikasi busuk bukanya mempermudah malah bikin sulit gak ikhlas bgt buat aplikasi Hapus aja app ini gk ada gunanya juga,Negative
Fitur lupa EFin gagal verifikasi.. gimana sih aplikasi ini..?,Negative
"Kode verifikasi untuk login ga ada, karena dikirimnya ke email yg salah. Jadi ga bisa login diaplikasi, padahal data di web sudah sesuai.",Negative
Manfaatkan seperlunya!,Neutral
Kode Verifikasi ga keluar,Negative
Aplikasi sampah,Negative
"Gak bisa ngisi no NPWP pas login, digit kurang 1",Negative
Aplik'i bodoh,Negative
weh gawe sgl hese,Negative
Mau masukin nik tapi gabisa terus,Negative
aplikasi busuk.kirim kode verifikasi lama banget.,Negative
"aplikasi g jelas, masa kode verifikasi baru dikirim 5 jam. game2 murahan aja lebih bagus.",Negative
"saat mau login inputan NIK/NPWP Hanya bisa muat 15 digit, kurang 1 digit untuk input NIK nya....",Negative
Kode verifikasi email nya lamaaaaa banget. Giliran muncul kode nya sudah kadaluarsa.. ampun..,Negative
"Kirim kode aktivasinya terlalu lama, disarankan lebih baik tidak perlu menggunakan kode aktivasi kalau begini. Bikin lama menunggu, kalau terlalu lama nanti aplikasi keburu minta refresh. Lalu minta kirim kode aktivasi lagi. Begitu terus",Negative
"Aplikasi yang di buat pemerintah selalu gak bener..masa pengajuan efin selalu gagal tanpa memberitahukan yang salah informasinya dimana,tolong segera diperbaiki.",Negative
"aplikasi tolol, ubah password langsung dapet email giliran verifikasi gak muncul muncul di email... tolol tolol",Negative
"Aplikasi gak guna, nomor call center kring 1500200 tidak pernah menjawab, ngabisin pulsa saja .",Negative
Kalo udah input NIK sama NPWP gak harus isi ulang data lagi dong!!!!!! Aplikasi SAMPAH!!!!!,Negative
Ok,Positive
"Bagaimana ini sangat buruk, saya sudah 5x mengajukan Lupa EFIN, sudah pada tahap EFIN Terkirim, saya cek email tidak ada, maaf saya kasih bintang 1 saja dulu,",Negative
Ok,Positive
Buang buang waktu,Negative
"Kak, kode verifikasi untuk lupa EFIN kl bisa jangan hanya lewat no hp, bisa di kirim ke Whatsapp atau ke email terdaftar, terima kasih.",Neutral
Di aplikasi ini di tidak bisa login pake NIK sedang di website bisa pake nik. Perlu di tingkat kan lagi kalo sudah bisa login pake nik saya ganti bintang 7,Negative
"Busuk, kata sandi kok salah. Jelas jelas kata sandinya itu kok salah. Gak beres . Gimana bayarnya kalo gini",Negative
Cacat,Negative
"Mohon kalau buat aplikasi sebelum di publis di coba dulu trial and error jalan apa gak gitu, ini aplikasi gak jalan gimana, selalu gagal",Negative
"Waktu login bisa masukin nik/npwp , sy cb masukin nik ktp ehh malah dibatesin krang 1 digit, bagaimana ini ambigu ?",Negative
Mempunyai NPWP ribet ini lah itu.apa lgi ngurus efin ah.mending gak ush punya NPWP.. bikin susah,Negative
tolong perbaiki sistem aplikasinya sangat kurang untuk aplikasi sekelas milik negara,Negative
"Eroor, coba di perbaiki biar enak dalampenggunaan nya",Negative
Konyol. Rakyat Sudah beritikat baik lapor pajak. Pas daftar aktifasi efin harus ke kantor. Apa guna aplikasi. Sampah mempersulit rakyat,Negative
Dapat mempermudah dalam pengecekan dan cepat mendapat informasi. makasih,Positive
Saya login pakai NIK kenapa hanya ada 15 digit. Sedangkan untuk NIK 16 digit,Negative
"ANGGARAN NEGARA + GAJI PEGAWAI NYA AJA GEDE , TAPI PELAYANAN 0 BESAR MAU LAPOR AJA SUSAH NYARI EFIN.",Negative
Mohon diperbaiki. Aplikasi kok verifikasinya gagal mulu,Negative
Gak bisa di pakek padahal saya lupa efin dan gagal terus.,Negative
Knp gk bisa sih IT pemerintahan kok gini hasil software nya,Negative
"kepada pemerintah mohon dari banyaknya komentar yang ada, diperbaiki lah ini aplikasi... ini aplikasi rusak dan tidak layak digunakan",Negative
"Tidak bisa login, butuh perbaikan",Negative
buruk,Negative
Developer taii,Negative
Jgn bikin kita buang buang pulsa lah email aktivasi nya ngk masuk² ni,Negative
"Di perbaiki lagi aplikasi djb nya dah, buka situs di google bisa open. Tapi di aplikasinya tidk bisa di akses alias busuk. Di bantu uang rakyat untuk pajak jangan kasih yang buruk dong pelayanan nya.",Negative
kacau,Negative
Kode OTP ga muncul muncul terus,Negative
"Aplikasi mobile dan webnya bermasalah mulu, untuk aplikasi mobile kirim verif kode lama sampai harus di spam, untuk aplikasi webnya selalu habis session harus login, tolong perbaiki, ini aplikasi mobile dan web, habisin berapa M ?",Negative
"Aplikasih milik siapa sih ini.. Login pakek wbst bisa, klo pke apk gk bisa.. Bkin aplikasi kox gak jelas",Negative
"Yang seharusnya mempermudah malah bikin kesel, udah beberapaa kali log in untuk pengajuan efin malah gagal terus.",Negative
Bagus sangat Bermànpaat,Positive
Top,Positive
Kenapa saat validasi data Nik dan foto selalu gagal? Selalu saja balasannya tidak valid. Padahal semua sudah sesuai,Negative
Mau bayar pajak aja ribet caranya,Negative
Buat apa ada aplikasi kalau ruwet dan ga bisa lapor,Negative
Aplikasi pemerintah? Bukanya mempermudah malah mempersulit. 1.pembuatan akun npwp sulit minta ampun 2.untuk log in sulit 3.figtur ampas g bisa jalan (contohnya laporan SPT tahunan. Fiks aplikasi ter ampas yang pernah saya download🤡,Negative
"Logout sekali utk ganti akun pajak, malah gk bisa login disemua akun. Nonor NPWP dan kata sandi sudah dicek berkali-kali, tapi tetap salah",Negative
Bagus n menarik,Positive
lgi ngebug/gangguan....no npwp bener pasword bener gk bs masuk...tolong diperbaiki....klo login d google chrome bisa,Negative
criptical error occured !,Negative
Aplikasi tidak jelas sandi nya benar tapi tidak bisa masuk aplikasi tidak berguna,Negative
"Daftar lewat aplikasi ga bisa, daftar lewat browser belum melayani operator 3",Negative
Masukin nik cuma bisa 15 angka saja,Negative
Eror tidak bisa di buka,Negative
"Bintang 2 dl dech, gmn nich apk, tiba2 erorr, mnta restart tp erorr ""Critical Error Occured!""",Negative
"tdk bisa login sandi nik/npwp sudah benar , fitur banyak yang eror, peru banyak perbaikan",Negative
"Mohon ke Developer web pajak terdapat bug sistem pengisian pendaftaran NPWP online jeda waktu yang terlalu singkat, perlu durasi pengisian formulir butuh waktu lebih lama beberapa detik berikutnya, jika terlambat beberapa detik mengakibatkan bug sistem harus mengulang berulang kali berulang ulang login logout",Negative
"Kelasnya Penjala uang rakyat, bikin apk untuk rakyat saja seperti main main....Gunakan uang rakyat untuk memperbaiki apk ini supaya memudahkan rakyat membayar keringat kalian. Kelasnya Kemenkeu apk bobrok.",Negative
Ok mantap,Positive
Kirim OTP via sms susah amat,Negative
Oke,Positive
"Payah aplikasinya, masak kita g bisa login kembali, tolonglah dperbaiki lagi",Negative
Sippp👍👍👍,Positive
"Tidak bisa log in, padahal NPWP dan password sudah sama dengan yg di Web",Negative
Bantu buka ka,Neutral
"Npwp sama pasw udah bener tp di aplikasi tetep salah, padahal kalo login pake npwp+pasw yg ada di web bisa masuk, di aplikasi tetep disalahin 😭😭😭",Negative
"Jangan didownload afk ini tolol, daftar nggak bisa juga. Pasti gagal dilangkah ke 2nya. Aplikasi yang sebenarnya harusnya mempermudah, malah bikin orang buang2 waktu. Salah satu aplikasi sampah yang ada di flay store.🖕🖕",Negative
Masuk di web bisa tapi di aplikasi nggak bisa. Perbaiki lagi fitur login nya masak nggak sinkron sama web nya,Negative
Tidak bisa buat login,Negative
Sandi dan nomor NPWP sudah sesuai. Lewat browser bisa. Tapi lewat aplikasi ini malah gak bisa. Tolong perbaikannya,Negative
"Ga bisa login mobile, padahal di web nya bisa.",Negative
"Aplikasinya parah banget, sama sekali tidak bisa login😡😡😡😡😡",Negative
"Sangat terbantu sekali,,terimakasih",Positive
Sudah update tapi tidak bisa dibuka. Ujung-ujungnya tetap buka di web juga,Negative
Aplikasi ga bisa di buka Pemerintah yang tolol.,Negative
Ini gimana sih aplikasi sama websitenya mau login udah ketik NPWP sama sandi udah benar semua masih ada yg dibilang salah,Negative
"Mau login di aplikasi tdk bisa, padahal kalau melalui websitenya bisa,aneh sekali aplikasinya",Negative
Apk g jelas... Udh beberapa kali ngajuin epin.. Sms ny g muncul2 halah bikin kesel,Negative
Sangat tidak mudah daptar npwp online,Negative
Niat hati mau bantu bayar pajak malah aps kek lite. Lain kali duit pajak jgn d korupsi biar benarin ni apps,Negative
Aplikasi bukannya mempermudah malah menyulitkan. Nomer npwp sudah benar sandi juga benar malah tetep salah aja. Ini yang buat aplikasi wanita kayaknya yak ???,Negative
Ini kek mana mau log in ga bisa. Masukin nik belum selesai dah mentok aja. Tolong lah pemerintah perbaikan buat aplikasi ini,Negative
Ribet poll masa mau minta efin aja susah gk lengkap buat apa klau dsni gk lengkap,Negative
"Kok klik mau daftar pengguna baru ga bisa d klik ya,",Negative
"Min, data alamat kok nggak bisa diganti, padahal sudah pindah alamat 😂😂😂",Negative
"Katanya ngisi no NPWP atau Nik, ketika isi NIK tidak bisa karena hanya bisa 15 digit",Negative
Gak bisa download,Negative
"Saya baru mau daftar, pas udh tahap 2 trs tiba2 keluar sendiri, pas coba login lagi gak bisa karena userid dan ps salah, padahal udh bener, trs coba bikin lagi pake email yang sama gak bisa karena udah digunakan, gmna solusi nya? Saya mau ttp pakai email sebelumnya",Negative
Tidak ada riwayat pembayaran ya???. Saya mau screen shoot buat lapor SPT. Jika di browser chorme juga tidak bisa muncul keterangan tidak di temukan. Tolong dong perbaiki dengan baik,Negative
"Daftar aja dibuat susah,kalo buat apl yg bner dkit",Negative
gabisa dibuka aplikasinya mental terus 😂,Negative
Mantaap,Positive
Kode verifikasi tidak muncuuuuuuul di email... udah dicek di semua folder,Negative
Saya selalu gagal untuk minta evin pajak,Negative
Nyusahin orang,Negative
"Ini aplikasi dulu sempat bisa di gunakan, tapi sekarang aplikasinya tidak berfungsi 🤣🤣",Negative
Sangat tidak membantu,Negative
WOI BETULIN ITU. MASA NIK NYA GABISA 1 DIGIT LAGI DIKETIK. ANGGARAN DOANG GEDE. APLIKASINYA SAMPAH,Negative
"sekelas djp gimana sih, apk nya error gabisa login, di website sama aja kayak gitu",Negative
Tolong di perbaiki lagi masa iya gak bisa buat daftar,Negative
"Nomor dan paswod NPWP sudah bner tapi ga bisa login, sampai di ulang skian kali pun ga bisa.. Haduuuuu..",Negative
mau lapor pajak aja ko ribet amat,Negative
